date,exon_price,oil_price
2017-11-29,82.269997,63.74
2017-11-30,83.290001,63.53
2017-12-01,83.459999,64.57
2017-12-04,83.57,63.45
2017-12-05,82.889999,63.45
2017-12-06,82.279999,62.25
2017-12-07,82.550003,62.37
2017-12-08,82.660004,63.86
2017-12-11,83.029999,65.62
2017-12-12,82.760002,64.96
2017-12-13,83.120003,63.66
2017-12-14,82.900002,63.72
2017-12-15,83.029999,63.81
2017-12-18,82.940002,64.45
2017-12-19,82.440002,63.69
2017-12-20,82.870003,64.43
2017-12-21,83.849998,64.64
2017-12-22,83.970001,64.61
2017-12-26,83.980003,
2017-12-27,83.900002,66.03
2017-12-28,84.019997,66.8
2017-12-29,83.639999,66.73
2018-01-02,85.029999,66.65
2018-01-03,86.699997,67.85
2018-01-04,86.82,68.73
2018-01-05,86.75,68.01
2018-01-08,87.139999,68.48
2018-01-09,86.769997,69.08
2018-01-10,86.08000200000001,69.79
2018-01-11,86.93,70.36
2018-01-12,87.519997,69.64
2018-01-16,86.970001,69.4
2018-01-17,88.0,69.19
2018-01-18,87.43,69.48
2018-01-19,87.150002,68.56
2018-01-22,88.25,69.32
2018-01-23,88.300003,69.81
2018-01-24,88.529999,69.91
2018-01-25,88.370003,71.08
2018-01-26,89.0,70.08
2018-01-29,88.010002,68.41
2018-01-30,86.779999,67.78
2018-01-31,87.300003,67.78
2018-02-01,89.07,68.6
2018-02-02,84.529999,67.45
2018-02-05,79.720001,67.69
2018-02-06,78.349998,66.75
2018-02-07,76.940002,65.74
2018-02-08,76.07,64.26
2018-02-09,75.779999,63.04
2018-02-12,76.41999799999999,62.2
2018-02-13,76.300003,61.94
2018-02-14,76.459999,62.29
2018-02-15,76.209999,62.86
2018-02-16,76.540001,64.3
2018-02-20,75.75,64.68
2018-02-21,74.889999,64.81
2018-02-22,75.860001,66.12
2018-02-23,77.529999,67.04
2018-02-26,78.839996,67.96
2018-02-27,77.5,67.59
2018-02-28,75.739998,66.08
2018-03-01,75.199997,64.23
2018-03-02,75.550003,64.26
2018-03-05,76.269997,65.78
2018-03-06,76.18,65.67
2018-03-07,74.260002,65.09
2018-03-08,74.120003,63.87
2018-03-09,74.559998,65.19
2018-03-12,75.239998,64.53
2018-03-13,74.529999,64.2
2018-03-14,73.599998,63.61
2018-03-15,74.41999799999999,63.67
2018-03-16,75.120003,64.68
2018-03-19,74.150002,64.82
2018-03-20,73.989998,66.0
2018-03-21,75.040001,68.15
2018-03-22,73.5,68.98
2018-03-23,72.889999,69.03
2018-03-26,74.0,68.81
2018-03-27,73.699997,68.63
2018-03-28,72.809998,68.13
2018-03-29,74.610001,69.02
2018-04-02,73.220001,
2018-04-03,75.019997,69.02
2018-04-04,74.870003,66.04
2018-04-05,76.019997,66.54
2018-04-06,74.870003,66.51
2018-04-09,74.870003,68.19
2018-04-10,77.07,70.67
2018-04-11,77.43,72.74
2018-04-12,77.220001,71.44
2018-04-13,77.839996,73.18
2018-04-16,78.540001,72.05
2018-04-17,78.33000200000001,71.71
2018-04-18,79.220001,73.73
2018-04-19,79.41999799999999,74.85
2018-04-20,79.0,74.62
2018-04-23,79.57,74.54
2018-04-24,78.349998,75.86
2018-04-25,79.5,73.79
2018-04-26,80.860001,75.39
2018-04-27,77.790001,75.33
2018-04-30,77.75,75.92
2018-05-01,76.949997,74.85
2018-05-02,76.800003,73.14
2018-05-03,76.540001,73.45
2018-05-04,76.900002,74.75
2018-05-07,77.739998,
2018-05-08,78.089996,74.16
2018-05-09,79.93,77.6
2018-05-10,81.720001,77.59
2018-05-11,81.279999,77.37
2018-05-14,81.83000200000001,78.17
2018-05-15,81.790001,78.94
2018-05-16,82.019997,78.19
2018-05-17,81.879997,80.09
2018-05-18,81.300003,78.38
2018-05-21,82.279999,78.34
2018-05-22,81.639999,80.42
2018-05-23,82.150002,78.69
2018-05-24,80.269997,78.9
2018-05-25,78.709999,76.6
2018-05-29,78.41999799999999,74.51
2018-05-30,81.5,75.89
2018-05-31,81.239998,76.45
2018-06-01,81.83000200000001,74.54
2018-06-04,80.970001,73.41
2018-06-05,80.68,72.91
2018-06-06,82.059998,73.23
2018-06-07,82.879997,75.23
2018-06-08,83.599998,75.11
2018-06-11,83.099998,74.58
2018-06-12,82.41999799999999,74.86
2018-06-13,81.510002,75.07
2018-06-14,81.889999,74.77
2018-06-15,80.660004,72.02
2018-06-18,80.82,74.87
2018-06-19,80.699997,74.92
2018-06-20,80.449997,74.25
2018-06-21,79.690002,72.87
2018-06-22,81.379997,73.67
2018-06-25,79.739998,72.82
2018-06-26,80.639999,73.58
2018-06-27,81.709999,76.09
2018-06-28,81.970001,76.26
2018-06-29,82.730003,77.44
2018-07-02,81.760002,76.71
2018-07-03,82.239998,75.87
2018-07-05,82.309998,77.09
2018-07-06,82.33000200000001,74.98
2018-07-09,82.900002,77.08
2018-07-10,83.660004,77.8
2018-07-11,82.589996,75.35
2018-07-12,82.690002,72.11
2018-07-13,83.309998,74.11
2018-07-16,82.489998,71.03
2018-07-17,82.309998,70.87
2018-07-18,82.220001,70.52
2018-07-19,82.010002,71.94
2018-07-20,81.400002,71.99
2018-07-23,81.400002,73.45
2018-07-24,83.010002,73.53
2018-07-25,83.589996,73.67
2018-07-26,84.239998,74.51
2018-07-27,81.91999799999999,74.84
2018-07-30,81.739998,74.99
2018-07-31,81.510002,74.16
2018-08-01,80.389999,72.28
2018-08-02,79.910004,72.95
2018-08-03,80.199997,72.48
2018-08-06,80.18,72.51
2018-08-07,81.269997,72.31
2018-08-08,80.730003,70.71
2018-08-09,80.32,70.55
2018-08-10,79.41999799999999,71.0
2018-08-13,78.559998,70.62
2018-08-14,78.309998,70.77
2018-08-15,76.940002,68.38
2018-08-16,78.0,69.21
2018-08-17,78.260002,70.14
2018-08-20,78.809998,71.11
2018-08-21,78.83000200000001,71.65
2018-08-22,79.959999,72.96
2018-08-23,79.08000200000001,73.73
2018-08-24,79.620003,74.41
2018-08-27,80.400002,74.41
2018-08-28,80.279999,75.91
2018-08-29,80.860001,76.07
2018-08-30,80.510002,77.05
2018-08-31,80.16999799999999,76.94
2018-09-04,80.290001,77.51
2018-09-05,81.360001,76.68
2018-09-06,80.459999,75.67
2018-09-07,81.83000200000001,75.55
2018-09-10,81.709999,76.77
2018-09-11,82.860001,78.22
2018-09-12,83.129997,80.02
2018-09-13,82.32,77.66
2018-09-14,82.91999799999999,77.87
2018-09-17,83.410004,78.22
2018-09-18,83.629997,79.25
2018-09-19,84.629997,79.43
2018-09-20,84.82,79.03
2018-09-21,85.16999799999999,78.9
2018-09-24,86.599998,80.89
2018-09-25,86.5,82.21
2018-09-26,85.779999,81.87
2018-09-27,85.769997,81.54
2018-09-28,85.019997,82.72
2018-10-01,85.809998,84.94
2018-10-02,86.459999,85.63
2018-10-03,86.150002,85.45
2018-10-04,85.58000200000001,86.07
2018-10-05,85.339996,85.12
2018-10-08,86.129997,84.22
2018-10-09,86.510002,85.16
2018-10-10,84.519997,83.82
2018-10-11,81.599998,81.35
2018-10-12,81.379997,80.71
2018-10-15,80.82,80.91
2018-10-16,81.199997,80.53
2018-10-17,81.5,79.91
2018-10-18,81.849998,80.3
2018-10-19,81.970001,80.38
2018-10-22,81.150002,80.45
2018-10-23,79.839996,78.67
2018-10-24,77.620003,77.34
2018-10-25,78.309998,77.3
2018-10-26,77.529999,77.4
2018-10-29,77.050003,77.56
2018-10-30,78.779999,75.68
2018-10-31,79.68,74.84
2018-11-01,80.66999799999999,71.25
2018-11-02,81.949997,71.11
2018-11-05,81.639999,72.68
2018-11-06,81.989998,70.64
2018-11-07,83.029999,70.1
2018-11-08,81.709999,69.29
2018-11-09,80.870003,69.01
2018-11-12,79.83000200000001,69.81
2018-11-13,78.0,65.45
2018-11-14,77.389999,64.88
2018-11-15,78.190002,65.61
2018-11-16,78.959999,65.29
2018-11-19,79.220001,64.14
2018-11-20,76.970001,61.5
2018-11-21,77.559998,61.65
2018-11-23,75.489998,57.69
2018-11-26,76.980003,59.7
2018-11-27,77.050003,59.58
2018-11-28,78.449997,57.97
2018-11-29,79.059998,58.29
2018-11-30,79.5,57.71
2018-12-03,81.220001,60.17
2018-12-04,79.43,61.22
2018-12-06,78.389999,57.83
2018-12-07,77.639999,61.71
2018-12-10,76.540001,60.29
2018-12-11,76.68,59.73
2018-12-12,76.019997,59.94
2018-12-13,76.980003,59.03
2018-12-14,75.58000200000001,58.56
2018-12-17,74.040001,57.59
2018-12-18,72.0,55.26
2018-12-19,70.779999,55.6
2018-12-20,68.629997,52.84
2018-12-21,68.120003,51.93
2018-12-24,65.510002,
2018-12-26,68.639999,
2018-12-27,68.940002,51.49
2018-12-28,68.16999799999999,50.57
2018-12-31,68.190002,
2019-01-02,69.690002,54.06
2019-01-03,68.620003,53.23
2019-01-04,71.150002,55.64
2019-01-07,71.519997,57.1
2019-01-08,72.040001,56.91
2019-01-09,72.41999799999999,59.46
2019-01-10,72.050003,60.47
2019-01-11,71.720001,59.24
2019-01-14,71.629997,58.8
2019-01-15,71.66999799999999,58.65
2019-01-16,71.639999,59.81
2019-01-17,72.129997,59.85
2019-01-18,72.989998,62.04
2019-01-22,71.889999,60.9
2019-01-23,71.300003,61.05
2019-01-24,71.400002,61.09
2019-01-25,71.720001,61.49
2019-01-28,71.239998,59.71
2019-01-29,71.510002,60.98
2019-01-30,72.290001,61.89
2019-01-31,73.279999,62.46
2019-02-01,75.91999799999999,61.86
2019-02-04,74.82,62.26
2019-02-05,75.589996,61.67
2019-02-06,75.260002,62.22
2019-02-07,74.68,61.01
2019-02-08,73.980003,61.37
2019-02-11,74.099998,61.3
2019-02-12,75.400002,62.58
2019-02-13,76.25,63.27
2019-02-14,76.269997,64.0
2019-02-15,77.709999,65.65
2019-02-19,78.230003,65.86
2019-02-20,78.529999,66.82
2019-02-21,77.82,66.91
2019-02-22,78.41999799999999,66.91
2019-02-25,78.5,64.02
2019-02-26,78.660004,64.51
2019-02-27,79.470001,65.55
2019-02-28,79.029999,65.03
2019-03-01,80.0,63.71
2019-03-04,80.309998,64.44
2019-03-05,80.190002,64.24
2019-03-06,79.279999,64.51
2019-03-07,80.160004,64.82
2019-03-08,79.010002,65.66
2019-03-11,79.779999,65.06
2019-03-12,80.0,65.33
2019-03-13,80.709999,65.89
2019-03-14,80.440002,66.18
2019-03-15,80.150002,66.11
2019-03-18,81.08000200000001,66.65
2019-03-19,80.870003,67.13
2019-03-20,81.32,68.35
2019-03-21,81.790001,68.3
2019-03-22,80.480003,66.29
2019-03-25,79.91999799999999,67.37
